Grade,Dno,Dname,Sno,Sname,Stcount,Passpc
5,51,PASCO,902,PINE VIEW ELEMENTARY SCHOOL,150,64
5,51,PASCO,911,GULFSIDE ELEMENTARY SCHOOL,87,37
5,51,PASCO,932,CALUSA ELEMENTARY SCHOOL,81,36
5,51,PASCO,941,MOON LAKE ELEMENTARY SCHOOL,101,40
5,51,PASCO,961,LAKE MYRTLE ELEMENTARY SCHOOL,123,63
5,51,PASCO,2061,SAND PINE ELEMENTARY SCHOOL,113,71
5,51,PASCO,2071,WESLEY CHAPEL ELEMENTARY SCHOOL,132,69
5,51,PASCO,2081,LONGLEAF ELEMENTARY SCHOOL,104,62
5,51,PASCO,2091,SEVEN OAKS ELEMENTARY SCHOOL,161,67
5,51,PASCO,2101,BAYCARE BEHAVIORAL HEALTH,1,-1
5,51,PASCO,4301,DAYSPRING ACADEMY,71,65
5,51,PASCO,4302,ACADEMY AT THE FARM,47,68
5,51,PASCO,4307,COUNTRYSIDE MONTESSORI ACADEMY,35,60
5,51,PASCO,4321,ATHENIAN ACADEMY OF PASCO COUNTY,37,38
5,51,PASCO,4323,IMAGINE SCHOOL AT LAND O' LAKES,88,70
5,51,PASCO,4324,FLORIDA AUTISM CENTER OF EXCELLENCE,1,-1
5,51,PASCO,4325,FLORIDA VIRTUAL ACADEMY AT PASCO,8,-1
5,51,PASCO,7023,PASCO VIRTUAL INSTRUCTION (DISTRICT,8,-1
5,52,PINELLAS,51,ANONA ELEMENTARY SCHOOL,90,67
5,52,PINELLAS,111,AZALEA ELEMENTARY SCHOOL,87,64
5,52,PINELLAS,131,BARDMOOR ELEMENTARY SCHOOL,75,49
5,52,PINELLAS,151,BAUDER ELEMENTARY SCHOOL,133,80
5,52,PINELLAS,161,BAY POINT ELEMENTARY SCHOOL,104,67
5,52,PINELLAS,231,BAY VISTA FUNDAMENTAL ELEM.,109,75
5,52,PINELLAS,271,BEAR CREEK ELEMENTARY SCHOOL,48,50
5,52,PINELLAS,321,BELCHER ELEMENTARY SCHOOL,86,42
5,52,PINELLAS,371,BELLEAIR ELEMENTARY SCHOOL,72,29
5,52,PINELLAS,391,BLANTON ELEMENTARY SCHOOL,58,47
5,52,PINELLAS,441,BROOKER CREEK ELEMENTARY SCHOOL,115,77
5,52,PINELLAS,481,CAMPBELL PARK ELEMENTARY SCHOOL,78,17
5,52,PINELLAS,811,CROSS BAYOU ELEMENTARY SCHOOL,68,62
5,52,PINELLAS,851,CURLEW CREEK ELEMENTARY SCHOOL,91,64
5,52,PINELLAS,991,LEILA DAVIS ELEMENTARY SCHOOL,132,69
5,52,PINELLAS,1071,DUNEDIN ELEMENTARY SCHOOL,110,42
5,52,PINELLAS,1131,EISENHOWER ELEMENTARY SCHOOL,106,36
5,52,PINELLAS,1211,FAIRMOUNT PARK ELEMENTARY SCHOOL,91,19
5,52,PINELLAS,1261,JOHN M. SEXTON ELEMENTARY SCHOOL,98,45
5,52,PINELLAS,1331,FOREST LAKES ELEMENTARY SCHOOL,92,64
5,52,PINELLAS,1341,FRONTIER ELEMENTARY SCHOOL,79,59
5,52,PINELLAS,1361,FUGUITT ELEMENTARY SCHOOL,73,45
5,52,PINELLAS,1421,LYNCH ELEMENTARY SCHOOL,113,43
5,52,PINELLAS,1471,PERKINS ELEMENTARY SCHOOL,88,69
5,52,PINELLAS,1481,GARRISON-JONES ELEMENTARY SCHOOL,100,52
5,52,PINELLAS,1691,GULFPORT MONTESSOURI ELEM.SCHL,82,37
5,52,PINELLAS,1781,HIGHLAND LAKES ELEMENTARY SCHOOL,96,65
5,52,PINELLAS,1801,CALVIN A. HUNSINGER SCHOOL,8,-1
5,52,PINELLAS,1811,HIGH POINT ELEMENTARY SCHOOL,84,29
5,52,PINELLAS,1821,DOUGLAS L. JAMERSON JR ELEMENTARY,84,74
5,52,PINELLAS,1961,LAKEVIEW FUNDAMENTAL ELEMENTARY,64,77
5,52,PINELLAS,2021,LAKEWOOD ELEMENTARY SCHOOL,78,12
5,52,PINELLAS,2141,LEALMAN AVENUE ELEMENTARY SCHOOL,59,49
5,52,PINELLAS,2261,MADEIRA BEACH FUNDAMENTAL K-8,88,85
5,52,PINELLAS,2281,MAXIMO ELEMENTARY SCHOOL,62,29
5,52,PINELLAS,2301,MCMULLEN-BOOTH ELEMENTARY SCHOOL,113,56
5,52,PINELLAS,2371,MELROSE ELEMENTARY SCHOOL,46,7
5,52,PINELLAS,2431,MILDRED HELMS ELEMENTARY SCHOOL,99,37
5,52,PINELLAS,2441,CHI CHI RODRIQUEZ ACADEMY,19,21
5,52,PINELLAS,2531,MOUNT VERNON ELEMENTARY SCHOOL,90,43
5,52,PINELLAS,2691,NORTH SHORE ELEMENTARY SCHOOL,57,46
5,52,PINELLAS,2791,NORTHWEST ELEMENTARY SCHOOL,104,56
5,52,PINELLAS,2921,OAKHURST ELEMENTARY SCHOOL,119,63
5,52,PINELLAS,2961,OLDSMAR ELEMENTARY SCHOOL,91,60
5,52,PINELLAS,3021,ORANGE GROVE ELEMENTARY SCHOOL,59,61
5,52,PINELLAS,3071,OZONA ELEMENTARY SCHOOL,143,74
5,52,PINELLAS,3131,CURTIS FUNDAMENTAL ELEMENTARY,88,76
5,52,PINELLAS,3231,RICHARD L. SANDERS SCHOOL,5,-1
5,52,PINELLAS,3281,PASADENA FUNDAMENTAL ELEM.,87,83
5,52,PINELLAS,3361,PINELLAS CENTRAL ELEM. SCHOOL,91,35
5,52,PINELLAS,3391,PINELLAS PARK ELEMENTARY SCHOOL,102,35
5,52,PINELLAS,3431,PLUMB ELEMENTARY SCHOOL,131,56
5,52,PINELLAS,3461,PONCE DE LEON ELEMENTARY SCHOOL,91,30
5,52,PINELLAS,3511,RIDGECREST ELEMENTARY SCHOOL,130,71
5,52,PINELLAS,3731,SAFETY HARBOR ELEMENTARY SCHOOL,105,54
5,52,PINELLAS,3751,SAWGRASS LAKE ELEMENTARY SCHOOL,83,52
5,52,PINELLAS,3761,JAMES B. SANDERLIN PK-8,64,58
5,52,PINELLAS,3851,SAN JOSE ELEMENTARY SCHOOL,86,43
5,52,PINELLAS,3871,SANDY LANE ELEMENTARY SCHOOL,71,34
5,52,PINELLAS,3911,SEMINOLE ELEMENTARY SCHOOL,91,60
5,52,PINELLAS,3961,SEVENTY-FOURTH ST. ELEMENTARY,79,41
5,52,PINELLAS,4021,SHORE ACRES ELEMENTARY SCHOOL,96,60
5,52,PINELLAS,4121,SKYCREST ELEMENTARY SCHOOL,100,54
5,52,PINELLAS,4171,SKYVIEW ELEMENTARY SCHOOL,89,51
5,52,PINELLAS,4331,STARKEY ELEMENTARY SCHOOL,103,76
5,52,PINELLAS,4351,MARJORIE KINNAN RAWLINGS ELEM,99,57
5,52,PINELLAS,4381,SUNSET HILLS ELEMENTARY SCHOOL,104,63
5,52,PINELLAS,4491,TARPON SPRINGS ELEMENTARY SCHOOL,83,39
5,52,PINELLAS,4591,NEW HEIGHTS ELEMENTARY SCHOOL,112,29
5,52,PINELLAS,4661,TARPON SPRINGS FUNDAMENTAL ELE,43,98
5,52,PINELLAS,4701,WALSINGHAM ELEMENTARY SCHOOL,74,69
5,52,PINELLAS,4771,WESTGATE ELEMENTARY SCHOOL,84,49
5,52,PINELLAS,4931,WOODLAWN ELEMENTARY SCHOOL,69,30
5,52,PINELLAS,6251,SOUTHERN OAK ELEMENTARY SCHOOL,110,55
5,52,PINELLAS,6261,CYPRESS WOODS ELEMENTARY SCHOOL,112,84
5,52,PINELLAS,6271,SUTHERLAND ELEMENTARY SCHOOL,90,67
5,52,PINELLAS,6281,LAKE ST. GEORGE ELEMENTARY SCHOOL,92,67
5,52,PINELLAS,7001,PINELLAS VIRTUAL INSTRUCTION PROGRA,5,-1
5,52,PINELLAS,7023,PINELLAS VIRTUAL K-12,3,-1
5,52,PINELLAS,7071,DROPOUT PREVENTION SCHOOL,22,5
5,52,PINELLAS,7081,HOSPITAL/HOMEBOUND,2,-1
5,52,PINELLAS,7131,ACADEMIE DA VINCI CHARTER SCHOOL,41,63
5,52,PINELLAS,7151,ATHENIAN ACADEMY,23,70
5,52,PINELLAS,7171,PINELLAS PREPARATORY ACADEMY,90,47
5,52,PINELLAS,7181,PLATO ACADEMY CHARTER SCHOOL,45,71
5,52,PINELLAS,7201,ALFRED ADLER ELEMENTARY SCHOOL,13,31
5,52,PINELLAS,7281,PLATO ACADEMY NORTH K-8 CHARTER SCH,44,86
5,52,PINELLAS,7291,PINELLAS ACADEMY OF MATH AND SCIENC,42,45
5,52,PINELLAS,7311,UNIVERSITY PREP ACADEMY CHARTER SCH,26,8
5,52,PINELLAS,7381,PLATO ACADEMY SOUTH K-8 CHARTER SCH,45,69
5,52,PINELLAS,7481,PLATO SEMINOLE,46,67
5,52,PINELLAS,7581,PLATO ACADEMY CHARTER SCHOOL TARPON,44,82
5,53,POLK,61,CARLTON PALMORE ELEMENTARY SCHOOL,74,41
5,53,POLK,81,CLEVELAND COURT ELEMENTARY SCHOOL,58,57
5,53,POLK,91,COMBEE ELEMENTARY SCHOOL,98,16
5,53,POLK,101,CRYSTAL LAKE ELEMENTARY SCHOOL,62,39
5,53,POLK,131,DIXIELAND ELEMENTARY SCHOOL,72,57
5,53,POLK,151,PHILIP O'BRIEN ELEMENTARY SCHOOL,79,43
5,53,POLK,181,MEDULLA ELEMENTARY SCHOOL,77,53
5,53,POLK,191,R. BRUCE WAGNER ELEMENTARY SCHOOL,111,56
5,53,POLK,201,NORTH LAKELAND ELEMENTARY SCHOOL OF,97,38
5,53,POLK,231,SOUTHWEST ELEMENTARY SCHOOL,55,53
5,53,POLK,251,LINCOLN AVENUE ACADEMY,88,99
5,53,POLK,261,ROCHELLE SCHOOL OF THE ARTS,83,49
5,53,POLK,331,ALTA VISTA ELEMENTARY SCHOOL,117,40
5,53,POLK,341,SANDHILL ELEMENTARY SCHOOL,105,49
5,53,POLK,361,EASTSIDE ELEMENTARY SCHOOL,150,24
5,53,POLK,391,BETHUNE ACADEMY,86,55
5,53,POLK,401,DAVENPORT SCHOOL OF THE ARTS,88,40
5,53,POLK,441,RIDGEVIEW GLOBAL STUDIES ACADEMY,132,69
5,53,POLK,531,FRANK E. BRIGHAM ACADEMY,89,80
5,53,POLK,591,ELBERT ELEMENTARY SCHOOL,93,43
5,53,POLK,601,FRED G. GARNER ELEMENTARY SCHOOL,89,31
5,53,POLK,611,INWOOD ELEMENTARY SCHOOL,60,22
5,53,POLK,621,LAKE SHIPP ELEMENTARY SCHOOL,76,33
5,53,POLK,631,JOHN SNIVELY ELEMENTARY,61,31
5,53,POLK,651,LAKE ALFRED ELEMENTARY SCHOOL,97,46
5,53,POLK,681,WAHNETA ELEMENTARY SCHOOL,75,44
5,53,POLK,712,JEWETT SCHOOL OF THE ARTS,86,45
5,53,POLK,802,LEWIS ANNA WOODBURY ELEMENTARY SCHO,111,39
5,53,POLK,841,LENA VISTA ELEMENTARY SCHOOL,124,50
5,53,POLK,851,AUBURNDALE CENTRAL ELEMENTARY,64,22
5,53,POLK,861,WALTER CALDWELL ELEMENTARY SCHOOL,92,41
5,53,POLK,881,POLK CITY ELEMENTARY SCHOOL,60,72
5,53,POLK,932,COMPASS MIDDLE CHARTER SCHOOL,48,2
5,53,POLK,933,CHAIN OF LAKES ELEMENTARY SCHOOL,183,60
5,53,POLK,941,BARTOW ELEMENTARY ACADEMY,88,81
5,53,POLK,961,FLORAL AVENUE ELEMENTARY SCHOOL,72,47
5,53,POLK,981,GIBBONS STREET ELEMENTARY SCHOOL,28,61
5,53,POLK,1041,ALTURAS ELEMENTARY SCHOOL,44,50
5,53,POLK,1061,HIGHLAND CITY ELEMENTARY SCHOOL,73,36
5,53,POLK,1141,PURCELL ELEMENTARY SCHOOL,84,23
5,53,POLK,1151,KINGSFORD ELEMENTARY SCHOOL,85,61
5,53,POLK,1221,KATHLEEN ELEMENTARY SCHOOL,83,33
5,53,POLK,1231,GRIFFIN ELEMENTARY SCHOOL,59,42
5,53,POLK,1241,JESSE KEEN ELEMENTARY SCHOOL,74,32
5,53,POLK,1251,WINSTON ELEMENTARY SCHOOL,58,33
5,53,POLK,1271,SLEEPY HILL ELEMENTARY SCHOOL,96,55
5,53,POLK,1281,HIGHLANDS GROVE ELEMENTARY SCHOOL,100,70
5,53,POLK,1351,POLK AVENUE ELEMENTARY SCHOOL,54,61
5,53,POLK,1361,HILLCREST ELEMENTARY SCHOOL,89,45
5,53,POLK,1362,HORIZONS ELEMENTARY SCHOOL,142,37
5,53,POLK,1371,SPOOK HILL ELEMENTARY SCHOOL,88,52
5,53,POLK,1401,JANIE HOWARD WILSON SCHOOL,77,21
5,53,POLK,1421,DALE R FAIR BABSON PARK ELEM.,77,61
5,53,POLK,1451,EDGAR L. PADGETT ELEMENTARY,89,49
5,53,POLK,1521,OSCAR J. POPE ELEMENTARY SCHOOL,63,32
5,53,POLK,1611,LAUREL ELEMENTARY SCHOOL,105,21
5,53,POLK,1681,SCOTT LAKE ELEMENTARY SCHOOL,102,67
5,53,POLK,1682,MCKEEL ELEMENTARY ACADEMY,66,73
5,53,POLK,1692,SOUTH MCKEEL ACADEMY,173,66
5,53,POLK,1701,EAGLE LAKE ELEMENTARY SCHOOL,94,32
5,53,POLK,1702,PALMETTO ELEMENTARY SCHOOL,109,62
5,53,POLK,1711,GARDEN GROVE ELEMENTARY SCHOOL,96,49
5,53,POLK,1731,PINEWOOD ELEMENTARY SCHOOL,116,53
5,53,POLK,1751,JAMES E. STEPHENS ELEM. SCHOOL,61,30
5,53,POLK,1781,DUNDEE ELEMENTARY SCHOOL,43,28
5,53,POLK,1811,CLARENCE BOSWELL ELEM. SCHOOL,68,50
5,53,POLK,1821,JAMES W. SIKES ELEMENTARY SCHOOL,154,51
5,53,POLK,1831,LAKE MARION CREEK ELEMENTARY SCHOOL,113,30
5,53,POLK,1841,R. CLEM CHURCHWELL ELEMENTARY,83,48
5,53,POLK,1851,DR. NE ROBERTS ELEMENTARY SCHOOL,77,34
5,53,POLK,1861,ROSABELLE W. BLAKE ACADEMY,60,35
5,53,POLK,1881,WENDELL WATSON ELEMENTARY SCHOOL,114,57
5,53,POLK,1891,VALLEYVIEW ELEMENTARY SCHOOL,135,68
5,53,POLK,1901,SOCRUM ELEMENTARY SCHOOL,87,39
5,53,POLK,1908,SPESSARD L HOLLAND ELEMENTARY,91,49
5,53,POLK,1921,BEN HILL GRIFFIN JR ELEM SCHL,114,45
5,53,POLK,1941,LOUGHMAN OAKS ELEMENTARY SCHOOL,146,40
5,53,POLK,1951,BERKLEY ELEMENTARY SCHOOL,131,62
5,53,POLK,7001,POLK VIRTUAL INSTRUCTION PROGRAM,6,-1
5,53,POLK,7023,POLK FULL TIME ESCHOOL,1,-1
5,53,POLK,8005,MAGNOLIA MONTESSORI ACADEMY,9,-1
5,53,POLK,8121,HARTRIDGE ACADEMY,19,89
5,53,POLK,8141,LAKELAND MONTESSORI SCHOOL HOUSE,10,90
5,53,POLK,8143,OUR CHILDREN'S ACADEMY,6,-1
5,53,POLK,9003,HOSPITAL HOMEBOUND,4,-1
5,53,POLK,9004,WINTER HAVEN PACE,4,-1
5,53,POLK,9203,B.E.S.T.,14,7
5,53,POLK,9233,SHERIFF'S YOUTH VILLA,1,-1
5,53,POLK,9255,ESE COUNTYWIDE,11,0
5,54,PUTNAM,51,THE CHILDREN'S READING CENTER,33,67
5,54,PUTNAM,91,MELLON ELEMENTARY SCHOOL,48,29
5,54,PUTNAM,101,KELLEY SMITH ELEMENTARY SCHOOL,105,41
5,54,PUTNAM,121,MELROSE ELEMENTARY SCHOOL,57,65
5,54,PUTNAM,151,JAMES A. LONG ELEMENTARY SCHOOL,92,45
5,54,PUTNAM,201,INTERLACHEN ELEMENTARY SCHOOL,111,52
5,54,PUTNAM,211,BROWNING-PEARCE ELEMENTARY SCHOOL,120,48
5,54,PUTNAM,231,GEORGE C. MILLER JR. INTRM.,146,18
5,54,PUTNAM,321,ELEANOR H. MILLER SCHOOL,3,-1
5,54,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,58,22
5,54,PUTNAM,351,WILLIAM D. MOSELEY ELEMENTARY SCHOO,53,19
5,54,PUTNAM,7023,PUTNAM VIRTUAL INSTRUCTION(DISTRICT,1,-1
5,55,ST JOHNS,11,ACADEMY FOR BUSINESS AND LEADERSHIP,12,58
5,55,ST JOHNS,12,ST. AUGUSTINE PUBLIC MONTESSORI SCH,4,-1
5,55,ST JOHNS,21,CROOKSHANK ELEMENTARY SCHOOL,85,51
5,55,ST JOHNS,61,ST JOHNS COUNTY TRANSITION PROGRAM,4,-1
5,55,ST JOHNS,91,KETTERLINUS ELEMENTARY SCHOOL,71,63
5,55,ST JOHNS,161,R. B. HUNT ELEMENTARY SCHOOL,133,74
5,55,ST JOHNS,201,THE WEBSTER SCHOOL,64,58
5,55,ST JOHNS,241,JULINGTON CREEK ELEMENTARY SCHOOL,217,75
5,55,ST JOHNS,261,W. DOUGLAS HARTLEY ELEMENTARY,106,74
5,55,ST JOHNS,331,OSCEOLA ELEMENTARY SCHOOL,107,53
5,55,ST JOHNS,341,MILL CREEK ELEMENTARY SCHOOL,125,66
5,55,ST JOHNS,351,PONTE VEDRA PALM VALLEY- RAWLINGS E,218,84
5,55,ST JOHNS,361,OTIS A. MASON ELEMENTARY SCHOOL,80,46
5,55,ST JOHNS,381,CUNNINGHAM CREEK ELEM. SCHOOL,142,75
5,55,ST JOHNS,391,OCEAN PALMS ELEMENTARY SCHOOL,155,75
5,55,ST JOHNS,441,DURBIN CREEK ELEMENTARY SCHOOL,165,81
5,55,ST JOHNS,451,TIMBERLIN CREEK ELEMENTARY SCHOOL,168,77
5,55,ST JOHNS,461,SOUTH WOODS ELEMENTARY SCHOOL,89,58
5,55,ST JOHNS,472,LIBERTY PINES ACADEMY,155,83
5,55,ST JOHNS,482,WARDS CREEK ELEMENTARY SCHOOL,133,74
5,55,ST JOHNS,501,HICKORY CREEK ELEMENTARY SCHOOL,159,82
5,55,ST JOHNS,511,PALENCIA ELEMENTARY SCHOOL,94,65
5,55,ST JOHNS,7001,ST. JOHNS VIRTUAL K-8,14,57
5,56,ST LUCIE,31,WHITE CITY ELEMENTARY SCHOOL,69,23
5,56,ST LUCIE,40,WEATHERBEE ELEMENTARY SCHOOL,85,46
5,56,ST LUCIE,41,FAIRLAWN ELEMENTARY SCHOOL,102,66
5,56,ST LUCIE,51,FORT PIERCE MAGNET K-8 SCHOOL,46,37
5,56,ST LUCIE,61,LAWNWOOD ELEMENTARY SCHOOL,113,44
5,56,ST LUCIE,71,ST. LUCIE ELEMENTARY SCHOOL,109,25
5,56,ST LUCIE,81,FRANCES K. SWEET ELEM. SCHOOL,93,56
5,56,ST LUCIE,91,SAVANNA RIDGE ELEMENTARY SCHOOL,91,54
5,56,ST LUCIE,111,CHESTER A. MOORE ELEMENTARY SCHOOL,90,23
5,56,ST LUCIE,131,ST. LUCIE WEST K-8 SCHOOL,116,63
5,56,ST LUCIE,141,SAMUEL S. GAINES ACADEMY K-8,90,23
5,56,ST LUCIE,151,ALLAPATTAH FLATS K-8,105,41
5,56,ST LUCIE,221,MORNINGSIDE ELEMENTARY SCHOOL,109,57
5,56,ST LUCIE,231,LAKEWOOD PARK ELEMENTARY SCHOOL,85,39
5,56,ST LUCIE,241,FLORESTA ELEMENTARY SCHOOL,109,56
5,56,ST LUCIE,251,BAYSHORE ELEMENTARY SCHOOL,109,40
5,56,ST LUCIE,261,NORTHPORT K-8 SCHOOL,104,41
5,56,ST LUCIE,271,WINDMILL POINT ELEMENTARY SCHOOL,126,45
5,56,ST LUCIE,281,VILLAGE GREEN ENVIRONMENTAL STUDIES,63,51
5,56,ST LUCIE,311,PARKWAY ELEMENTARY SCHOOL,86,50
5,56,ST LUCIE,341,MARIPOSA ELEMENTARY SCHOOL,153,48
5,56,ST LUCIE,351,OAK HAMMOCK K-8 SCHOOL,136,31
5,56,ST LUCIE,361,MANATEE ACADEMY K-8,158,40
5,56,ST LUCIE,381,RIVERS EDGE ELEMENTARY SCHOOL,122,57
5,56,ST LUCIE,421,WEST GATE K-8 SCHOOL,115,60
5,56,ST LUCIE,703,NAU CHARTER SCHOOL,44,23
5,56,ST LUCIE,711,RENAISSANCE CHARTER SCHOOL OF ST. L,133,51
5,56,ST LUCIE,721,RENAISSANCE CHART SCH AT TRADITION,95,49
5,56,ST LUCIE,7001,ST. LUCIE VIRTUAL INSTRUCTION PROGR,2,-1
5,56,ST LUCIE,7023,MOSAIC DIGITAL LRNING ACAD ST LUCIE,11,45
5,57,SANTA ROSA,21,CENTRAL SCHOOL,23,43
5,57,SANTA ROSA,41,BERRYHILL ELEMENTARY SCHOOL,111,56
5,57,SANTA ROSA,51,BAGDAD ELEMENTARY SCHOOL,51,51
5,57,SANTA ROSA,61,CHUMUCKLA ELEMENTARY SCHOOL,41,63
5,57,SANTA ROSA,71,EAST MILTON ELEMENTARY SCHOOL,93,39
5,57,SANTA ROSA,101,GULF BREEZE ELEMENTARY SCHOOL,123,68
5,57,SANTA ROSA,142,JAY ELEMENTARY SCHOOL,63,56
5,57,SANTA ROSA,191,W. H. RHODES ELEMENTARY SCHOOL,102,53
5,57,SANTA ROSA,271,HOLLEY-NAVARRE INTERMEDIATE,273,60
5,57,SANTA ROSA,301,PEA RIDGE ELEMENTARY SCHOOL,107,49
5,57,SANTA ROSA,311,ORIOLE BEACH ELEMENTARY SCHOOL,123,88
5,57,SANTA ROSA,312,BENNETT C RUSSELL ELEMENTARY SCHOOL,129,53
5,57,SANTA ROSA,331,S. S. DIXON INTERMEDIATE SCHOOL,260,72
5,57,SANTA ROSA,342,WEST NAVARRE INTERMEDIATE SCHOOL,303,70
5,57,SANTA ROSA,7001,SANTA ROSA ONLINE VIRTUAL INSTRUC,6,-1
5,57,SANTA ROSA,9060,BERRYHILL ADMINISTRATIVE COMPLEX,3,-1
5,58,SARASOTA,12,ALTA VISTA ELEMENTARY SCHOOL,109,50
5,58,SARASOTA,21,PINE VIEW SCHOOL,182,98
5,58,SARASOTA,71,BAY HAVEN SCHOOL OF BASICS PLUS,85,69
5,58,SARASOTA,81,SUNCOAST SCHOOL FOR INN.STUD.,41,41
5,58,SARASOTA,90,ISLAND VILLAGE MONTESSORI SCHOOL,76,66
5,58,SARASOTA,100,SARASOTA SUNCOAST ACADEMY,64,67
5,58,SARASOTA,101,BRENTWOOD ELEMENTARY SCHOOL,87,55
5,58,SARASOTA,103,IMAGINE SCHOOL AT NORTH PORT,90,48
5,58,SARASOTA,106,IMAGINE SCHOOL AT PALMER RANCH,38,71
5,58,SARASOTA,113,SARASOTA ACADEMY OF THE ARTS,36,33
5,58,SARASOTA,121,ENGLEWOOD ELEMENTARY SCHOOL,87,63
5,58,SARASOTA,131,FRUITVILLE ELEMENTARY SCHOOL,110,79
5,58,SARASOTA,171,PHILLIPPI SHORES ELEM. SCHOOL,115,77
5,58,SARASOTA,191,SOUTHSIDE ELEMENTARY SCHOOL,115,81
5,58,SARASOTA,201,TUTTLE ELEMENTARY SCHOOL,90,59
5,58,SARASOTA,211,VENICE ELEMENTARY SCHOOL,93,69
5,58,SARASOTA,261,GOCIO ELEMENTARY SCHOOL,118,43
5,58,SARASOTA,271,GULF GATE ELEMENTARY SCHOOL,122,66
5,58,SARASOTA,291,WILKINSON ELEMENTARY SCHOOL,83,46
5,58,SARASOTA,293,OAK PARK SCHOOL,5,-1
5,58,SARASOTA,301,ASHTON ELEMENTARY SCHOOL,166,77
5,58,SARASOTA,381,GARDEN ELEMENTARY SCHOOL,101,62
5,58,SARASOTA,461,GLENALLEN ELEMENTARY SCHOOL,108,51
5,58,SARASOTA,471,LAKEVIEW ELEMENTARY SCHOOL,105,81
5,58,SARASOTA,491,TAYLOR RANCH ELEMENTARY SCHOOL,127,81
5,58,SARASOTA,501,EMMA E. BOOKER ELEMENTARY SCHOOL,82,30
5,58,SARASOTA,1211,LAUREL NOKOMIS SCHOOL,113,84
5,58,SARASOTA,1231,TOLEDO BLADE ELEMENTARY SCHOOL,115,61
5,58,SARASOTA,1241,ATWATER ELEMENTARY,108,55
5,58,SARASOTA,1271,CRANBERRY ELEMENTARY SCHOOL,128,65
5,58,SARASOTA,1282,TATUM RIDGE ELEMENTARY SCHOOL,96,73
5,58,SARASOTA,1311,OAK PARK SOUTH,4,-1
5,58,SARASOTA,1341,LAMARQUE ELEMENTARY SCHOOL,158,60
5,58,SARASOTA,7001,SARASOTA VIRTUAL INSTRUCTION PROGRA,3,-1
5,59,SEMINOLE,21,HAMILTON ELEMENTARY SCHOOL,98,32
5,59,SEMINOLE,31,BEAR LAKE ELEMENTARY SCHOOL,174,61
5,59,SEMINOLE,41,ENGLISH ESTATES ELEMENTARY SCHOOL,116,45
5,59,SEMINOLE,51,GENEVA ELEMENTARY SCHOOL,98,77
5,59,SEMINOLE,81,LAKE MARY ELEMENTARY SCHOOL,175,68
5,59,SEMINOLE,111,EVANS ELEMENTARY SCHOOL,152,74
5,59,SEMINOLE,121,LAYER ELEMENTARY SCHOOL,101,70
5,59,SEMINOLE,131,LAWTON ELEMENTARY SCHOOL,127,83
5,59,SEMINOLE,141,PINE CREST ELEMENTARY SCHOOL,114,29
5,59,SEMINOLE,171,WALKER ELEMENTARY SCHOOL,123,82
5,59,SEMINOLE,202,CASSELBERRY ELEMENTARY SCHOOL,96,60
5,59,SEMINOLE,231,WILSON ELEMENTARY SCHOOL,147,76
5,59,SEMINOLE,271,GOLDSBORO ELEMENTARY MAGNET,105,75
5,59,SEMINOLE,281,HOPPER CENTER,11,9
5,59,SEMINOLE,301,MIDWAY ELEMENTARY SCHOOL,107,23
5,59,SEMINOLE,331,HIGHLANDS ELEMENTARY SCHOOL,102,57
5,59,SEMINOLE,361,RAINBOW ELEMENTARY SCHOOL,128,77
5,59,SEMINOLE,391,WINTER SPRINGS ELEMENTARY SCHOOL,95,56
5,59,SEMINOLE,401,SPRING LAKE ELEMENTARY SCHOOL,85,34
5,59,SEMINOLE,441,CARILLON ELEMENTARY SCHOOL,131,69
5,59,SEMINOLE,502,FOREST CITY ELEMENTARY SCHOOL,151,43
5,59,SEMINOLE,511,RED BUG ELEMENTARY SCHOOL,134,68
5,59,SEMINOLE,521,IDYLLWILDE ELEMENTARY SCHOOL,98,43
5,59,SEMINOLE,531,EASTBROOK ELEMENTARY SCHOOL,119,61
5,59,SEMINOLE,561,ALTAMONTE ELEMENTARY SCHOOL,107,35
5,59,SEMINOLE,581,SABAL POINT ELEMENTARY SCHOOL,154,65
5,59,SEMINOLE,591,WOODLANDS ELEMENTARY SCHOOL,137,70
5,59,SEMINOLE,601,LAKE ORIENTA ELEMENTARY SCHOOL,99,64
5,59,SEMINOLE,611,STERLING PARK ELEMENTARY SCHOOL,110,72
5,59,SEMINOLE,651,WEKIVA ELEMENTARY SCHOOL,111,78
5,59,SEMINOLE,661,KEETH ELEMENTARY SCHOOL,100,73
5,59,SEMINOLE,681,STENSTROM ELEMENTARY SCHOOL,122,71
5,59,SEMINOLE,691,HEATHROW ELEMENTARY SCHOOL,186,78
5,59,SEMINOLE,701,PARTIN ELEMENTARY SCHOOL,167,89
5,59,SEMINOLE,801,BENTLEY ELEMENTARY SCHOOL,168,57
5,59,SEMINOLE,811,WICKLOW ELEMENTARY SCHOOL,98,37
5,59,SEMINOLE,821,CRYSTAL LAKE ELEMENTARY SCHOOL,134,69
5,59,SEMINOLE,7023,SEMINOLE ACADEMY OF DIGITAL LEARNIN,10,60
5,59,SEMINOLE,9207,HOSPITAL HOMEBOUND PROGRAM,2,-1
5,59,SEMINOLE,9229,CHOICES IN LEARNING CHARTER,80,85
5,59,SEMINOLE,9233,GALILEO SCHOOL FOR GIFTED LEARNING,34,100
